,Rho,Values,Amount of customers
1977, Value: 0.9,90.19,25000
1978, Value: 0.9,86.96,25000
1979, Value: 0.9,76.64,25000
1980, Value: 0.9,62.74,25000
1981, Value: 0.9,70.04,25000
1982, Value: 0.9,88.97,25000
1983, Value: 0.9,74.41,25000
1984, Value: 0.9,77.38,25000
1985, Value: 0.9,57.2,25000
1986, Value: 0.9,98.05,25000
1987, Value: 0.9,70.36,25000
1988, Value: 0.9,82.8,25000
1989, Value: 0.9,105.36,25000
1990, Value: 0.9,88.36,25000
1991, Value: 0.9,88.23,25000
1992, Value: 0.9,85.92,25000
1993, Value: 0.9,79.27,25000
1994, Value: 0.9,96.34,25000
1995, Value: 0.9,73.73,25000
1996, Value: 0.9,100.22,25000
1997, Value: 0.9,65.31,25000
1998, Value: 0.9,96.67,25000
1999, Value: 0.9,76.95,25000
2000, Value: 0.1,0.11,50000
2001, Value: 0.1,0.11,50000
2002, Value: 0.1,0.11,50000
2003, Value: 0.1,0.11,50000
2004, Value: 0.1,0.11,50000
2005, Value: 0.1,0.11,50000
2006, Value: 0.1,0.11,50000
2007, Value: 0.1,0.11,50000
2008, Value: 0.1,0.11,50000
2009, Value: 0.1,0.11,50000
2010, Value: 0.1,0.11,50000
2011, Value: 0.1,0.11,50000
2012, Value: 0.1,0.11,50000
2013, Value: 0.1,0.11,50000
2014, Value: 0.1,0.11,50000
2015, Value: 0.1,0.11,50000
2016, Value: 0.1,0.11,50000
2017, Value: 0.1,0.11,50000
2018, Value: 0.1,0.11,50000
2019, Value: 0.1,0.11,50000
2020, Value: 0.1,0.11,50000
2021, Value: 0.1,0.11,50000
2022, Value: 0.1,0.11,50000
2023, Value: 0.1,0.11,50000
2024, Value: 0.1,0.11,50000
2025, Value: 0.1,0.11,50000
2026, Value: 0.1,0.11,50000
2027, Value: 0.1,0.11,50000
2028, Value: 0.1,0.11,50000
2029, Value: 0.1,0.11,50000
2030, Value: 0.1,0.11,50000
2031, Value: 0.1,0.11,50000
2032, Value: 0.1,0.11,50000
2033, Value: 0.1,0.11,50000
2034, Value: 0.1,0.11,50000
2035, Value: 0.1,0.11,50000
2036, Value: 0.1,0.12,50000
2037, Value: 0.1,0.11,50000
2038, Value: 0.1,0.11,50000
2039, Value: 0.1,0.11,50000
2040, Value: 0.1,0.12,50000
2041, Value: 0.1,0.11,50000
2042, Value: 0.1,0.11,50000
2043, Value: 0.1,0.11,50000
2044, Value: 0.1,0.11,50000
2045, Value: 0.1,0.11,50000
2046, Value: 0.1,0.12,50000
2047, Value: 0.1,0.11,50000
2048, Value: 0.1,0.12,50000
2049, Value: 0.1,0.11,50000
2050, Value: 0.1,0.11,50000
2051, Value: 0.1,0.12,50000
2052, Value: 0.1,0.11,50000
2053, Value: 0.1,0.11,50000
2054, Value: 0.1,0.11,50000
2055, Value: 0.1,0.11,50000
2056, Value: 0.1,0.11,50000
2057, Value: 0.1,0.11,50000
2058, Value: 0.1,0.11,50000
2059, Value: 0.1,0.11,50000
2060, Value: 0.1,0.11,50000
2061, Value: 0.1,0.11,50000
2062, Value: 0.1,0.11,50000
2063, Value: 0.1,0.11,50000
2064, Value: 0.1,0.11,50000
2065, Value: 0.1,0.11,50000
2066, Value: 0.1,0.11,50000
2067, Value: 0.1,0.11,50000
2068, Value: 0.1,0.11,50000
2069, Value: 0.1,0.11,50000
2070, Value: 0.1,0.11,50000
2071, Value: 0.1,0.12,50000
2072, Value: 0.1,0.11,50000
2073, Value: 0.1,0.11,50000
2074, Value: 0.1,0.11,50000
2075, Value: 0.1,0.11,50000
2076, Value: 0.1,0.11,50000
2077, Value: 0.1,0.12,50000
2078, Value: 0.1,0.11,50000
2079, Value: 0.1,0.11,50000
2080, Value: 0.1,0.11,50000
2081, Value: 0.1,0.11,50000
2082, Value: 0.1,0.11,50000
2083, Value: 0.1,0.11,50000
2084, Value: 0.1,0.11,50000
2085, Value: 0.1,0.11,50000
2086, Value: 0.1,0.11,50000
2087, Value: 0.1,0.11,50000
2088, Value: 0.1,0.12,50000
2089, Value: 0.1,0.11,50000
2090, Value: 0.1,0.11,50000
2091, Value: 0.1,0.11,50000
2092, Value: 0.1,0.11,50000
2093, Value: 0.1,0.11,50000
2094, Value: 0.1,0.11,50000
2095, Value: 0.1,0.11,50000
2096, Value: 0.1,0.11,50000
2097, Value: 0.1,0.11,50000
2098, Value: 0.1,0.11,50000
2099, Value: 0.1,0.11,50000
2100, Value: 0.1,0.11,50000
2101, Value: 0.1,0.11,50000
2102, Value: 0.1,0.11,50000
2103, Value: 0.1,0.11,50000
2104, Value: 0.1,0.11,50000
2105, Value: 0.1,0.11,50000
2106, Value: 0.1,0.11,50000
2107, Value: 0.1,0.11,50000
2108, Value: 0.1,0.11,50000
2109, Value: 0.1,0.11,50000
2110, Value: 0.1,0.11,50000
2111, Value: 0.1,0.11,50000
2112, Value: 0.1,0.11,50000
2113, Value: 0.1,0.11,50000
2114, Value: 0.1,0.12,50000
2115, Value: 0.1,0.11,50000
2116, Value: 0.1,0.11,50000
2117, Value: 0.1,0.11,50000
2118, Value: 0.1,0.11,50000
2119, Value: 0.1,0.12,50000
2120, Value: 0.1,0.11,50000
2121, Value: 0.1,0.11,50000
2122, Value: 0.1,0.11,50000
2123, Value: 0.1,0.11,50000
2124, Value: 0.1,0.11,50000
2125, Value: 0.1,0.11,50000
2126, Value: 0.1,0.11,50000
2127, Value: 0.1,0.11,50000
2128, Value: 0.1,0.11,50000
2129, Value: 0.1,0.11,50000
2130, Value: 0.1,0.11,50000
2131, Value: 0.1,0.12,50000
2132, Value: 0.1,0.11,50000
2133, Value: 0.1,0.11,50000
2134, Value: 0.1,0.11,50000
2135, Value: 0.1,0.11,50000
2136, Value: 0.1,0.11,50000
2137, Value: 0.1,0.11,50000
2138, Value: 0.1,0.11,50000
2139, Value: 0.1,0.11,50000
2140, Value: 0.1,0.1,50000
2141, Value: 0.1,0.11,50000
2142, Value: 0.1,0.11,50000
2143, Value: 0.1,0.11,50000
2144, Value: 0.1,0.12,50000
2145, Value: 0.1,0.11,50000
2146, Value: 0.1,0.11,50000
2147, Value: 0.1,0.11,50000
2148, Value: 0.1,0.11,50000
2149, Value: 0.1,0.11,50000
2150, Value: 0.1,0.11,50000
2151, Value: 0.1,0.11,50000
2152, Value: 0.1,0.11,50000
2153, Value: 0.1,0.11,50000
2154, Value: 0.1,0.11,50000
2155, Value: 0.1,0.11,50000
2156, Value: 0.1,0.11,50000
2157, Value: 0.1,0.11,50000
2158, Value: 0.1,0.11,50000
2159, Value: 0.1,0.11,50000
2160, Value: 0.1,0.11,50000
2161, Value: 0.1,0.11,50000
2162, Value: 0.1,0.12,50000
2163, Value: 0.1,0.11,50000
2164, Value: 0.1,0.12,50000
2165, Value: 0.1,0.11,50000
2166, Value: 0.1,0.11,50000
2167, Value: 0.1,0.11,50000
2168, Value: 0.1,0.11,50000
2169, Value: 0.1,0.11,50000
2170, Value: 0.1,0.11,50000
2171, Value: 0.1,0.11,50000
2172, Value: 0.1,0.11,50000
2173, Value: 0.1,0.11,50000
2174, Value: 0.1,0.11,50000
2175, Value: 0.1,0.11,50000
2176, Value: 0.1,0.11,50000
2177, Value: 0.1,0.11,50000
2178, Value: 0.1,0.11,50000
2179, Value: 0.1,0.11,50000
2180, Value: 0.1,0.12,50000
2181, Value: 0.1,0.11,50000
2182, Value: 0.1,0.11,50000
2183, Value: 0.1,0.11,50000
2184, Value: 0.1,0.11,50000
2185, Value: 0.1,0.11,50000
2186, Value: 0.1,0.11,50000
2187, Value: 0.1,0.11,50000
2188, Value: 0.1,0.11,50000
2189, Value: 0.1,0.11,50000
2190, Value: 0.1,0.11,50000
2191, Value: 0.1,0.11,50000
2192, Value: 0.1,0.11,50000
2193, Value: 0.1,0.11,50000
2194, Value: 0.1,0.11,50000
2195, Value: 0.1,0.11,50000
2196, Value: 0.1,0.11,50000
2197, Value: 0.1,0.11,50000
2198, Value: 0.1,0.11,50000
2199, Value: 0.1,0.11,50000
2200, Value: 0.1,0.11,50000
2201, Value: 0.1,0.11,50000
2202, Value: 0.1,0.11,50000
2203, Value: 0.1,0.12,50000
2204, Value: 0.1,0.12,50000
2205, Value: 0.1,0.11,50000
2206, Value: 0.1,0.11,50000
2207, Value: 0.1,0.12,50000
2208, Value: 0.1,0.11,50000
2209, Value: 0.1,0.12,50000
2210, Value: 0.1,0.11,50000
2211, Value: 0.1,0.11,50000
2212, Value: 0.1,0.11,50000
2213, Value: 0.1,0.11,50000
2214, Value: 0.1,0.11,50000
2215, Value: 0.1,0.11,50000
2216, Value: 0.1,0.11,50000
2217, Value: 0.1,0.11,50000
2218, Value: 0.1,0.11,50000
2219, Value: 0.1,0.11,50000
2220, Value: 0.1,0.11,50000
2221, Value: 0.1,0.11,50000
2222, Value: 0.1,0.11,50000
2223, Value: 0.1,0.11,50000
2224, Value: 0.1,0.11,50000
2225, Value: 0.1,0.1,50000
2226, Value: 0.1,0.11,50000
2227, Value: 0.1,0.11,50000
2228, Value: 0.1,0.11,50000
2229, Value: 0.1,0.11,50000
2230, Value: 0.1,0.11,50000
2231, Value: 0.1,0.11,50000
2232, Value: 0.1,0.11,50000
2233, Value: 0.1,0.11,50000
2234, Value: 0.1,0.11,50000
2235, Value: 0.1,0.11,50000
2236, Value: 0.1,0.11,50000
2237, Value: 0.1,0.11,50000
2238, Value: 0.1,0.11,50000
2239, Value: 0.1,0.11,50000
2240, Value: 0.1,0.11,50000
2241, Value: 0.1,0.11,50000
2242, Value: 0.1,0.11,50000
2243, Value: 0.1,0.12,50000
2244, Value: 0.1,0.11,50000
2245, Value: 0.1,0.11,50000
2246, Value: 0.1,0.11,50000
2247, Value: 0.1,0.12,50000
2248, Value: 0.1,0.11,50000
2249, Value: 0.1,0.11,50000
2250, Value: 0.1,0.11,50000
2251, Value: 0.1,0.11,50000
2252, Value: 0.1,0.1,50000
2253, Value: 0.1,0.11,50000
2254, Value: 0.1,0.11,50000
2255, Value: 0.1,0.12,50000
2256, Value: 0.1,0.11,50000
2257, Value: 0.1,0.11,50000
2258, Value: 0.1,0.11,50000
2259, Value: 0.1,0.11,50000
2260, Value: 0.1,0.11,50000
2261, Value: 0.1,0.11,50000
2262, Value: 0.1,0.11,50000
2263, Value: 0.1,0.11,50000
2264, Value: 0.1,0.11,50000
2265, Value: 0.1,0.11,50000
2266, Value: 0.1,0.11,50000
2267, Value: 0.1,0.11,50000
2268, Value: 0.1,0.11,50000
2269, Value: 0.1,0.11,50000
2270, Value: 0.1,0.12,50000
2271, Value: 0.1,0.11,50000
2272, Value: 0.1,0.11,50000
2273, Value: 0.1,0.11,50000
2274, Value: 0.1,0.11,50000
2275, Value: 0.1,0.11,50000
2276, Value: 0.1,0.11,50000
2277, Value: 0.1,0.11,50000
2278, Value: 0.1,0.11,50000
2279, Value: 0.1,0.11,50000
2280, Value: 0.1,0.11,50000
2281, Value: 0.1,0.11,50000
2282, Value: 0.1,0.11,50000
2283, Value: 0.1,0.11,50000
2284, Value: 0.1,0.12,50000
2285, Value: 0.1,0.11,50000
2286, Value: 0.1,0.11,50000
2287, Value: 0.1,0.11,50000
2288, Value: 0.1,0.11,50000
2289, Value: 0.1,0.11,50000
2290, Value: 0.1,0.11,50000
2291, Value: 0.1,0.1,50000
2292, Value: 0.1,0.11,50000
2293, Value: 0.1,0.11,50000
2294, Value: 0.1,0.11,50000
2295, Value: 0.1,0.11,50000
2296, Value: 0.1,0.11,50000
2297, Value: 0.1,0.11,50000
2298, Value: 0.1,0.11,50000
2299, Value: 0.1,0.11,50000
2300, Value: 0.1,0.11,50000
2301, Value: 0.1,0.11,50000
2302, Value: 0.1,0.11,50000
2303, Value: 0.1,0.11,50000
2304, Value: 0.1,0.11,50000
2305, Value: 0.1,0.11,50000
2306, Value: 0.1,0.12,50000
2307, Value: 0.1,0.12,50000
2308, Value: 0.1,0.11,50000
2309, Value: 0.1,0.11,50000
2310, Value: 0.1,0.11,50000
2311, Value: 0.1,0.11,50000
2312, Value: 0.1,0.11,50000
2313, Value: 0.1,0.11,50000
2314, Value: 0.1,0.11,50000
2315, Value: 0.1,0.11,50000
2316, Value: 0.1,0.11,50000
2317, Value: 0.1,0.11,50000
2318, Value: 0.1,0.11,50000
2319, Value: 0.1,0.12,50000
2320, Value: 0.1,0.11,50000
2321, Value: 0.1,0.11,50000
2322, Value: 0.1,0.11,50000
2323, Value: 0.1,0.12,50000
2324, Value: 0.1,0.11,50000
2325, Value: 0.1,0.11,50000
2326, Value: 0.1,0.11,50000
2327, Value: 0.1,0.11,50000
2328, Value: 0.1,0.11,50000
2329, Value: 0.1,0.11,50000
2330, Value: 0.1,0.12,50000
2331, Value: 0.1,0.11,50000
2332, Value: 0.1,0.11,50000
2333, Value: 0.1,0.11,50000
2334, Value: 0.1,0.12,50000
2335, Value: 0.1,0.11,50000
2336, Value: 0.1,0.11,50000
2337, Value: 0.1,0.11,50000
2338, Value: 0.1,0.11,50000
2339, Value: 0.1,0.11,50000
2340, Value: 0.1,0.11,50000
2341, Value: 0.1,0.11,50000
2342, Value: 0.1,0.11,50000
2343, Value: 0.1,0.11,50000
2344, Value: 0.1,0.11,50000
2345, Value: 0.1,0.11,50000
2346, Value: 0.1,0.11,50000
2347, Value: 0.1,0.11,50000
2348, Value: 0.1,0.11,50000
2349, Value: 0.1,0.11,50000
2350, Value: 0.1,0.11,50000
2351, Value: 0.1,0.12,50000
2352, Value: 0.1,0.11,50000
2353, Value: 0.1,0.11,50000
2354, Value: 0.1,0.11,50000
2355, Value: 0.1,0.11,50000
2356, Value: 0.1,0.12,50000
2357, Value: 0.1,0.11,50000
2358, Value: 0.1,0.11,50000
2359, Value: 0.1,0.11,50000
2360, Value: 0.1,0.11,50000
2361, Value: 0.1,0.11,50000
2362, Value: 0.1,0.11,50000
2363, Value: 0.1,0.11,50000
2364, Value: 0.1,0.11,50000
2365, Value: 0.1,0.11,50000
2366, Value: 0.1,0.11,50000
2367, Value: 0.1,0.11,50000
2368, Value: 0.1,0.11,50000
2369, Value: 0.1,0.12,50000
2370, Value: 0.1,0.11,50000
2371, Value: 0.1,0.11,50000
2372, Value: 0.1,0.11,50000
2373, Value: 0.1,0.11,50000
2374, Value: 0.1,0.12,50000
2375, Value: 0.1,0.11,50000
2376, Value: 0.1,0.11,50000
2377, Value: 0.1,0.11,50000
2378, Value: 0.1,0.11,50000
2379, Value: 0.1,0.12,50000
2380, Value: 0.1,0.11,50000
2381, Value: 0.1,0.11,50000
2382, Value: 0.1,0.11,50000
2383, Value: 0.1,0.11,50000
2384, Value: 0.1,0.11,50000
2385, Value: 0.1,0.12,50000
2386, Value: 0.1,0.11,50000
2387, Value: 0.1,0.11,50000
2388, Value: 0.1,0.11,50000
2389, Value: 0.1,0.11,50000
2390, Value: 0.1,0.11,50000
2391, Value: 0.1,0.11,50000
2392, Value: 0.1,0.11,50000
2393, Value: 0.1,0.11,50000
2394, Value: 0.1,0.11,50000
2395, Value: 0.1,0.11,50000
2396, Value: 0.1,0.11,50000
2397, Value: 0.1,0.11,50000
2398, Value: 0.1,0.11,50000
2399, Value: 0.1,0.12,50000
2400, Value: 0.1,0.11,50000
2401, Value: 0.1,0.11,50000
2402, Value: 0.1,0.11,50000
2403, Value: 0.1,0.11,50000
2404, Value: 0.1,0.11,50000
2405, Value: 0.1,0.12,50000
2406, Value: 0.1,0.11,50000
2407, Value: 0.1,0.11,50000
2408, Value: 0.1,0.11,50000
2409, Value: 0.1,0.11,50000
2410, Value: 0.1,0.12,50000
2411, Value: 0.1,0.11,50000
2412, Value: 0.1,0.11,50000
2413, Value: 0.1,0.11,50000
2414, Value: 0.1,0.11,50000
2415, Value: 0.1,0.11,50000
2416, Value: 0.1,0.11,50000
2417, Value: 0.1,0.11,50000
2418, Value: 0.1,0.11,50000
2419, Value: 0.1,0.11,50000
2420, Value: 0.1,0.11,50000
2421, Value: 0.1,0.11,50000
2422, Value: 0.1,0.11,50000
2423, Value: 0.1,0.11,50000
2424, Value: 0.1,0.11,50000
2425, Value: 0.1,0.11,50000
2426, Value: 0.1,0.11,50000
2427, Value: 0.1,0.11,50000
2428, Value: 0.1,0.11,50000
2429, Value: 0.1,0.11,50000
2430, Value: 0.1,0.11,50000
2431, Value: 0.1,0.11,50000
2432, Value: 0.1,0.11,50000
2433, Value: 0.1,0.11,50000
2434, Value: 0.1,0.11,50000
2435, Value: 0.1,0.11,50000
2436, Value: 0.1,0.11,50000
2437, Value: 0.1,0.11,50000
2438, Value: 0.1,0.12,50000
2439, Value: 0.1,0.11,50000
2440, Value: 0.1,0.11,50000
2441, Value: 0.1,0.11,50000
2442, Value: 0.1,0.11,50000
2443, Value: 0.1,0.11,50000
2444, Value: 0.1,0.11,50000
2445, Value: 0.1,0.11,50000
2446, Value: 0.1,0.11,50000
2447, Value: 0.1,0.11,50000
2448, Value: 0.1,0.11,50000
2449, Value: 0.1,0.11,50000
2450, Value: 0.1,0.11,50000
2451, Value: 0.1,0.11,50000
2452, Value: 0.1,0.11,50000
2453, Value: 0.1,0.11,50000
2454, Value: 0.1,0.11,50000
2455, Value: 0.1,0.11,50000
2456, Value: 0.1,0.11,50000
2457, Value: 0.1,0.11,50000
2458, Value: 0.1,0.11,50000
2459, Value: 0.1,0.11,50000
2460, Value: 0.1,0.11,50000
2461, Value: 0.1,0.11,50000
2462, Value: 0.1,0.11,50000
2463, Value: 0.1,0.11,50000
2464, Value: 0.1,0.11,50000
2465, Value: 0.1,0.11,50000
2466, Value: 0.1,0.11,50000
2467, Value: 0.1,0.11,50000
2468, Value: 0.1,0.11,50000
2469, Value: 0.1,0.11,50000
2470, Value: 0.1,0.11,50000
2471, Value: 0.1,0.11,50000
2472, Value: 0.1,0.11,50000
2473, Value: 0.1,0.11,50000
2474, Value: 0.1,0.11,50000
2475, Value: 0.1,0.11,50000
2476, Value: 0.1,0.11,50000
2477, Value: 0.1,0.11,50000
2478, Value: 0.1,0.11,50000
2479, Value: 0.1,0.11,50000
2480, Value: 0.1,0.11,50000
2481, Value: 0.1,0.11,50000
2482, Value: 0.1,0.11,50000
2483, Value: 0.1,0.11,50000
2484, Value: 0.1,0.11,50000
2485, Value: 0.1,0.11,50000
2486, Value: 0.1,0.11,50000
2487, Value: 0.1,0.12,50000
2488, Value: 0.1,0.11,50000
2489, Value: 0.1,0.11,50000
2490, Value: 0.1,0.11,50000
2491, Value: 0.1,0.11,50000
2492, Value: 0.1,0.11,50000
2493, Value: 0.1,0.11,50000
2494, Value: 0.1,0.11,50000
2495, Value: 0.1,0.11,50000
2496, Value: 0.1,0.11,50000
2497, Value: 0.1,0.11,50000
2498, Value: 0.1,0.11,50000
2499, Value: 0.1,0.11,50000
2500, Value: 0.3,1.36,50000
2501, Value: 0.3,1.31,50000
2502, Value: 0.3,1.29,50000
2503, Value: 0.3,1.27,50000
2504, Value: 0.3,1.27,50000
2505, Value: 0.3,1.29,50000
2506, Value: 0.3,1.28,50000
2507, Value: 0.3,1.28,50000
2508, Value: 0.3,1.31,50000
2509, Value: 0.3,1.28,50000
2510, Value: 0.3,1.28,50000
2511, Value: 0.3,1.26,50000
2512, Value: 0.3,1.32,50000
2513, Value: 0.3,1.27,50000
2514, Value: 0.3,1.27,50000
2515, Value: 0.3,1.34,50000
2516, Value: 0.3,1.28,50000
2517, Value: 0.3,1.25,50000
2518, Value: 0.3,1.25,50000
2519, Value: 0.3,1.35,50000
2520, Value: 0.3,1.28,50000
2521, Value: 0.3,1.3,50000
2522, Value: 0.3,1.32,50000
2523, Value: 0.3,1.3,50000
2524, Value: 0.3,1.32,50000
2525, Value: 0.3,1.29,50000
2526, Value: 0.3,1.29,50000
2527, Value: 0.3,1.28,50000
2528, Value: 0.3,1.3,50000
2529, Value: 0.3,1.27,50000
2530, Value: 0.3,1.3,50000
2531, Value: 0.3,1.27,50000
2532, Value: 0.3,1.29,50000
2533, Value: 0.3,1.28,50000
2534, Value: 0.3,1.27,50000
2535, Value: 0.3,1.3,50000
2536, Value: 0.3,1.29,50000
2537, Value: 0.3,1.29,50000
2538, Value: 0.3,1.27,50000
2539, Value: 0.3,1.35,50000
2540, Value: 0.3,1.33,50000
2541, Value: 0.3,1.36,50000
2542, Value: 0.3,1.25,50000
2543, Value: 0.3,1.3,50000
2544, Value: 0.3,1.23,50000
2545, Value: 0.3,1.28,50000
2546, Value: 0.3,1.28,50000
2547, Value: 0.3,1.28,50000
2548, Value: 0.3,1.28,50000
2549, Value: 0.3,1.26,50000
2550, Value: 0.3,1.26,50000
2551, Value: 0.3,1.31,50000
2552, Value: 0.3,1.32,50000
2553, Value: 0.3,1.3,50000
2554, Value: 0.3,1.29,50000
2555, Value: 0.3,1.31,50000
2556, Value: 0.3,1.29,50000
2557, Value: 0.3,1.27,50000
2558, Value: 0.3,1.25,50000
2559, Value: 0.3,1.28,50000
2560, Value: 0.3,1.28,50000
2561, Value: 0.3,1.29,50000
2562, Value: 0.3,1.34,50000
2563, Value: 0.3,1.25,50000
2564, Value: 0.3,1.24,50000
2565, Value: 0.3,1.31,50000
2566, Value: 0.3,1.25,50000
2567, Value: 0.3,1.25,50000
2568, Value: 0.3,1.3,50000
2569, Value: 0.3,1.3,50000
2570, Value: 0.3,1.24,50000
2571, Value: 0.3,1.29,50000
2572, Value: 0.3,1.27,50000
2573, Value: 0.3,1.28,50000
2574, Value: 0.3,1.26,50000
2575, Value: 0.3,1.29,50000
2576, Value: 0.3,1.31,50000
2577, Value: 0.3,1.3,50000
2578, Value: 0.3,1.26,50000
2579, Value: 0.3,1.24,50000
2580, Value: 0.3,1.31,50000
2581, Value: 0.3,1.31,50000
2582, Value: 0.3,1.29,50000
2583, Value: 0.3,1.28,50000
2584, Value: 0.3,1.29,50000
2585, Value: 0.3,1.29,50000
2586, Value: 0.3,1.26,50000
2587, Value: 0.3,1.31,50000
2588, Value: 0.3,1.29,50000
2589, Value: 0.3,1.29,50000
2590, Value: 0.3,1.27,50000
2591, Value: 0.3,1.33,50000
2592, Value: 0.3,1.28,50000
2593, Value: 0.3,1.31,50000
2594, Value: 0.3,1.3,50000
2595, Value: 0.3,1.29,50000
2596, Value: 0.3,1.25,50000
2597, Value: 0.3,1.3,50000
2598, Value: 0.3,1.29,50000
2599, Value: 0.3,1.27,50000
2600, Value: 0.3,1.32,50000
2601, Value: 0.3,1.3,50000
2602, Value: 0.3,1.32,50000
2603, Value: 0.3,1.24,50000
2604, Value: 0.3,1.3,50000
2605, Value: 0.3,1.25,50000
2606, Value: 0.3,1.25,50000
2607, Value: 0.3,1.31,50000
2608, Value: 0.3,1.3,50000
2609, Value: 0.3,1.29,50000
2610, Value: 0.3,1.27,50000
2611, Value: 0.3,1.28,50000
2612, Value: 0.3,1.28,50000
2613, Value: 0.3,1.25,50000
2614, Value: 0.3,1.23,50000
2615, Value: 0.3,1.27,50000
2616, Value: 0.3,1.33,50000
2617, Value: 0.3,1.29,50000
2618, Value: 0.3,1.28,50000
2619, Value: 0.3,1.29,50000
2620, Value: 0.3,1.32,50000
2621, Value: 0.3,1.27,50000
2622, Value: 0.3,1.23,50000
2623, Value: 0.3,1.28,50000
2624, Value: 0.3,1.28,50000
2625, Value: 0.3,1.25,50000
2626, Value: 0.3,1.27,50000
2627, Value: 0.3,1.27,50000
2628, Value: 0.3,1.25,50000
2629, Value: 0.3,1.26,50000
2630, Value: 0.3,1.28,50000
2631, Value: 0.3,1.31,50000
2632, Value: 0.3,1.29,50000
2633, Value: 0.3,1.33,50000
2634, Value: 0.3,1.24,50000
2635, Value: 0.3,1.25,50000
2636, Value: 0.3,1.3,50000
2637, Value: 0.3,1.33,50000
2638, Value: 0.3,1.29,50000
2639, Value: 0.3,1.32,50000
2640, Value: 0.3,1.31,50000
2641, Value: 0.3,1.28,50000
2642, Value: 0.3,1.29,50000
2643, Value: 0.3,1.32,50000
2644, Value: 0.3,1.29,50000
2645, Value: 0.3,1.27,50000
2646, Value: 0.3,1.28,50000
2647, Value: 0.3,1.27,50000
2648, Value: 0.3,1.3,50000
2649, Value: 0.3,1.26,50000
2650, Value: 0.3,1.28,50000
2651, Value: 0.3,1.33,50000
2652, Value: 0.3,1.24,50000
2653, Value: 0.3,1.28,50000
2654, Value: 0.3,1.31,50000
2655, Value: 0.3,1.32,50000
2656, Value: 0.3,1.32,50000
2657, Value: 0.3,1.28,50000
2658, Value: 0.3,1.29,50000
2659, Value: 0.3,1.29,50000
2660, Value: 0.3,1.3,50000
2661, Value: 0.3,1.26,50000
2662, Value: 0.3,1.27,50000
2663, Value: 0.3,1.31,50000
2664, Value: 0.3,1.24,50000
2665, Value: 0.3,1.28,50000
2666, Value: 0.3,1.31,50000
2667, Value: 0.3,1.28,50000
2668, Value: 0.3,1.32,50000
2669, Value: 0.3,1.29,50000
2670, Value: 0.3,1.27,50000
2671, Value: 0.3,1.2,50000
2672, Value: 0.3,1.28,50000
2673, Value: 0.3,1.3,50000
2674, Value: 0.3,1.27,50000
2675, Value: 0.3,1.27,50000
2676, Value: 0.3,1.25,50000
2677, Value: 0.3,1.3,50000
2678, Value: 0.3,1.27,50000
2679, Value: 0.3,1.32,50000
2680, Value: 0.3,1.24,50000
2681, Value: 0.3,1.25,50000
2682, Value: 0.3,1.3,50000
2683, Value: 0.3,1.31,50000
2684, Value: 0.3,1.31,50000
2685, Value: 0.3,1.37,50000
2686, Value: 0.3,1.27,50000
2687, Value: 0.3,1.26,50000
2688, Value: 0.3,1.27,50000
2689, Value: 0.3,1.26,50000
2690, Value: 0.3,1.26,50000
2691, Value: 0.3,1.27,50000
2692, Value: 0.3,1.32,50000
2693, Value: 0.3,1.31,50000
2694, Value: 0.3,1.27,50000
2695, Value: 0.3,1.2,50000
2696, Value: 0.3,1.28,50000
2697, Value: 0.3,1.33,50000
2698, Value: 0.3,1.3,50000
2699, Value: 0.3,1.29,50000
2700, Value: 0.3,1.27,50000
2701, Value: 0.3,1.27,50000
2702, Value: 0.3,1.3,50000
2703, Value: 0.3,1.32,50000
2704, Value: 0.3,1.31,50000
2705, Value: 0.3,1.28,50000
2706, Value: 0.3,1.31,50000
2707, Value: 0.3,1.29,50000
2708, Value: 0.3,1.26,50000
2709, Value: 0.3,1.26,50000
2710, Value: 0.3,1.26,50000
2711, Value: 0.3,1.3,50000
2712, Value: 0.3,1.28,50000
2713, Value: 0.3,1.28,50000
2714, Value: 0.3,1.28,50000
2715, Value: 0.3,1.28,50000
2716, Value: 0.3,1.3,50000
2717, Value: 0.3,1.23,50000
2718, Value: 0.3,1.29,50000
2719, Value: 0.3,1.27,50000
2720, Value: 0.3,1.3,50000
2721, Value: 0.3,1.28,50000
2722, Value: 0.3,1.27,50000
2723, Value: 0.3,1.3,50000
2724, Value: 0.3,1.25,50000
2725, Value: 0.3,1.3,50000
2726, Value: 0.3,1.27,50000
2727, Value: 0.3,1.29,50000
2728, Value: 0.3,1.3,50000
2729, Value: 0.3,1.31,50000
2730, Value: 0.3,1.27,50000
2731, Value: 0.3,1.35,50000
2732, Value: 0.3,1.26,50000
2733, Value: 0.3,1.25,50000
2734, Value: 0.3,1.24,50000
2735, Value: 0.3,1.32,50000
2736, Value: 0.3,1.3,50000
2737, Value: 0.3,1.32,50000
2738, Value: 0.3,1.28,50000
2739, Value: 0.3,1.29,50000
2740, Value: 0.3,1.26,50000
2741, Value: 0.3,1.29,50000
2742, Value: 0.3,1.28,50000
2743, Value: 0.3,1.3,50000
2744, Value: 0.3,1.28,50000
2745, Value: 0.3,1.25,50000
2746, Value: 0.3,1.32,50000
2747, Value: 0.3,1.25,50000
2748, Value: 0.3,1.23,50000
2749, Value: 0.3,1.24,50000
2750, Value: 0.3,1.31,50000
2751, Value: 0.3,1.27,50000
2752, Value: 0.3,1.29,50000
